	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	group
0	1012.5011414306975	832	1.2169484872965115	1024.5968937535754	24.007830507670185	CHORUS
1	460.031877725154	416	1.1058458599162355	464.1263487565843	18.095716148674093	CHORUSNBPb
2	534.3279031455404	416	1.2844420748690875	539.362903310768	13.191068558917683	CHORUSNUPb
3	83.01106107725447	85	0.9766007185559349	84.2092995500365	6.243107849431967	DYE605
4	83.01106107725447	85	0.9766007185559349	84.2092995500365	6.243107849431967	DYE605
5	33.00095331171561	76	0.4342230698909949	40.84352205945255	6.467698476374375	NTVDMN
6	23.022114684746878	37	0.6222193158039697	25.822672496451354	4.421812131614165	NTVNBDMNFe
7	9.737951200256937	39	0.24969105641684455	14.19949730653581	4.42957785922504	NTVNUDMNFe
8	304.904491476168	248	1.2294535946619678	308.8843162335219	9.147157610551703	BCDMS
9	304.904491476168	248	1.2294535946619678	308.8843162335219	9.147157610551703	BCDMSD
10	15.975394563284251	15	1.06502630421895	18.533401845456623	5.227506888630463	DYE886
11	15.975394563284251	15	1.06502630421895	18.533401845456623	5.227506888630463	DYE886R
12	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMC
13	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMCPD
14	30.224708185566676	34	0.8889620054578434	31.287573910266296	4.892089777409809	SLAC
15	30.224708185566676	34	0.8889620054578434	31.287573910266296	4.892089777409809	SLACD
