	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	group
0	312.0196610395873	248	1.258143794514465	316.02133242647255	10.257419764470168	BCDMS
1	312.0196610395873	248	1.258143794514465	316.02133242647255	10.257419764470168	BCDMSD
2	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMC
3	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMCPD
4	31.617485061388635	34	0.9299260312173128	32.69009765564622	5.103058112254494	SLAC
5	31.617485061388635	34	0.9299260312173128	32.69009765564622	5.103058112254494	SLACD
6	33.00203123063207	76	0.4342372530346325	39.78293432165446	6.980565195456131	NTVDMN
7	11.872202100153888	39	0.3044154384654843	15.853759572390878	5.518610120264648	NTVNUDMNFe
8	21.360325612275837	37	0.5773060976290767	23.65176136447482	3.814102601806618	NTVNBDMNFe
9	975.2487962113419	832	1.1721740339078628	987.1799139495103	23.85664465804689	CHORUS
10	515.958918261668	416	1.2402858612059329	520.8338214663722	13.422942464524576	CHORUSNUPb
11	442.01934792529744	416	1.062546509435811	446.09818049115563	17.457526136695396	CHORUSNBPb
12	17.058123816602453	15	1.1372082544401636	19.640092763749866	5.727822988492869	DYE886
13	17.058123816602453	15	1.1372082544401636	19.640092763749866	5.727822988492869	DYE886R
14	5.676258732121017	6	0.9460431220201695	9.34053326761566	4.991764454418705	DYE906
15	5.676258732121017	6	0.9460431220201695	9.34053326761566	4.991764454418705	DYE906R
16	97.19740397069782	85	1.1434988702435038	98.80334368497073	6.681408331620147	DYE605
17	97.19740397069782	85	1.1434988702435038	98.80334368497073	6.681408331620147	DYE605
