	central_mean	npoints	chi2_per_data	perreplica_mean	perreplica_std	group
0	304.7445551206156	248	1.2288086900024822	308.72445329300575	9.125845474399616	BCDMS
1	304.7445551206156	248	1.2288086900024822	308.72445329300575	9.125845474399616	BCDMSD
2	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMC
3	116.68086139537819	121	0.9643046396312247	121.82416928973426	5.481015349905863	NMCPD
4	30.299015951898593	34	0.8911475279970175	31.3640621990839	4.906054357683244	SLAC
5	30.299015951898593	34	0.8911475279970175	31.3640621990839	4.906054357683244	SLACD
6	35.060206597062205	76	0.46131850785608164	41.79569633481447	7.336851393321924	NTVDMN
7	12.793050960006187	39	0.3280269476924663	16.731686631907316	5.860530348580548	NTVNUDMNFe
8	21.833937325103456	37	0.5901064141919853	24.150256104301235	4.094661840652802	NTVNBDMNFe
9	1013.7870428120336	832	1.2184940418413865	1025.879035067812	24.083484934022803	CHORUS
10	535.0665165736984	416	1.2862175879175444	540.0990477147409	13.280337560579666	CHORUSNUPb
11	460.64878771139126	416	1.1073288166139212	464.7457526848352	18.18137317797973	CHORUSNBPb
12	17.058123816602453	15	1.1372082544401636	19.640092763749866	5.727822988492869	DYE886
13	17.058123816602453	15	1.1372082544401636	19.640092763749866	5.727822988492869	DYE886R
14	77.03358873280828	85	0.9062775145036268	78.68628610140915	4.8808611077793	DYE605
15	77.03358873280828	85	0.9062775145036268	78.68628610140915	4.8808611077793	DYE605
